"Order","Price","LotFrontage","LotArea","LotConfig","HouseStyle","Quality","Condition","YearBuilt","YearRemodel","ExteriorQ","ExteriorC","Foundation","BasementHt","BasementC","BasementFin","BasementFinSF","BasementUnFinSF","BasementSF","Heating","HeatingQC","CentralAir","FirstSF","SecondSF","GroundSF","BasementFBath","BasementHBath","FullBath","HalfBath","Bedroom","KitchenQ","TotalRooms","Fireplaces","GarageType","GarageCars","GarageSF","GarageQ","GarageC","WoodDeckSF","OpenPorchSF","EnclosedPorchSF","ScreenPorchSF"
1376,127.5,62,10106,"Inside","1.5Fin",5,7,1940,1999,"TA","Gd","BrkTil","TA","TA","ALQ",351,112,644,"GasA","Gd","Y",808,547,1355,1,0,2,0,4,"TA",6,0,"None",0,0,"None","None",140,0,0,0
523,238.5,75,7500,"Inside","1Story",8,5,2006,2007,"Gd","TA","PConc","Gd","TA","GLQ",24,1348,1372,"GasA","Ex","Y",1448,0,1448,0,0,2,0,2,"Gd",6,1,"Attchd",2,692,"TA","TA",0,140,0,0
2021,102,60,6180,"Corner","1Story",6,5,1926,1950,"TA","TA","BrkTil","TA","TA","Unf",0,960,960,"GasA","TA","N",986,0,986,0,0,1,0,2,"TA",5,1,"Detchd",1,180,"TA","TA",0,128,0,0
1429,225,0,11454,"Corner","SLvl",8,5,1995,1995,"Gd","TA","PConc","Gd","TA","GLQ",770,631,1401,"GasA","Ex","Y",1511,0,1511,1,0,2,0,3,"Gd",6,1,"Attchd",3,811,"TA","TA",168,42,0,0
2202,148.5,63,4000,"Inside","2Story",7,8,1930,1995,"TA","TA","BrkTil","Gd","TA","GLQ",246,285,531,"GasA","TA","Y",567,531,1098,1,0,1,0,2,"TA",5,1,"Detchd",1,216,"TA","TA",0,0,0,0
1430,195,0,11500,"CulDSac","1Story",6,6,1966,1966,"TA","TA","CBlock","Gd","Gd","LwQ",262,197,1182,"GasA","Ex","Y",1643,0,1643,1,0,2,0,2,"TA",6,1,"Attchd",2,438,"TA","TA",339,0,0,0
2198,96.5,55,10594,"Inside","1.5Unf",5,5,1926,1950,"TA","TA","BrkTil","TA","TA","Unf",0,768,768,"Grav","Fa","N",789,0,789,0,0,1,0,2,"TA",5,0,"Detchd",1,200,"Po","Po",0,0,112,0
970,139.5,75,12518,"Inside","1Story",5,7,1968,1968,"TA","TA","CBlock","TA","TA","ALQ",532,476,1008,"GasA","Gd","Y",1008,0,1008,0,0,1,0,3,"Gd",6,0,"Attchd",1,384,"TA","TA",144,0,0,0
2425,225,0,3072,"Inside","1Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","GLQ",1059,306,1365,"GasA","Ex","Y",1548,0,1548,1,0,2,0,2,"Gd",7,1,"Attchd",2,388,"TA","TA",143,20,0,0
1547,55,40,3636,"Inside","1Story",4,4,1922,1950,"TA","TA","BrkTil","TA","Fa","Unf",0,796,796,"GasA","Fa","N",796,0,796,0,0,1,0,2,"TA",5,0,"None",0,0,"None","None",0,0,100,0
610,177.5,0,8970,"Corner","2Story",5,6,1965,1965,"TA","Gd","CBlock","TA","TA","ALQ",388,356,744,"GasA","TA","Y",825,1315,2140,0,0,2,1,4,"TA",7,1,"Attchd",2,549,"TA","TA",0,40,264,0
1809,149,60,12450,"Inside","1Story",5,5,2003,2004,"Gd","TA","PConc","Gd","TA","GLQ",729,365,1094,"GasA","Ex","Y",1094,0,1094,1,0,1,0,3,"Gd",6,0,"Detchd",2,576,"TA","TA",0,0,0,0
131,76.5,55,5350,"Inside","1Story",3,2,1940,1966,"TA","Po","CBlock","TA","TA","Unf",0,728,728,"GasA","Ex","Y",1306,0,1306,0,0,1,0,3,"Fa",6,0,"None",0,0,"None","None",263,0,0,0
2645,111.5,56,7745,"Inside","1.5Fin",4,6,1900,1950,"Gd","TA","PConc","TA","TA","Unf",0,938,938,"GasA","Gd","N",1084,867,1951,0,0,2,0,4,"Fa",9,0,"Detchd",2,576,"TA","TA",0,6,28,0
1989,100,60,8520,"Inside","1Story",5,6,1923,2006,"Gd","TA","CBlock","TA","TA","Unf",0,968,968,"GasA","TA","Y",968,0,968,0,0,1,0,2,"TA",5,0,"Detchd",2,480,"Fa","TA",0,0,184,0
1540,263.4,70,12392,"Inside","1.5Fin",7,9,1950,2000,"TA","Gd","CBlock","TA","Gd","GLQ",435,397,832,"GasA","Ex","Y",1218,943,2161,1,0,2,1,3,"Gd",8,2,"Attchd",2,506,"TA","TA",0,96,0,0
230,270,0,20062,"Inside","1Story",7,7,1977,2001,"Gd","Gd","CBlock","Gd","TA","ALQ",1092,328,1420,"GasA","Gd","Y",1483,0,1483,1,0,1,1,1,"TA",4,2,"Attchd",2,690,"TA","TA",496,0,0,0
986,143,85,14115,"Inside","1.5Fin",5,5,1993,1995,"TA","TA","Wood","Gd","TA","GLQ",732,64,796,"GasA","Ex","Y",796,566,1362,1,0,1,1,1,"TA",5,0,"Attchd",2,480,"TA","TA",40,30,0,0
2749,215,80,9554,"Inside","2Story",8,5,1993,1994,"Gd","TA","PConc","Gd","TA","GLQ",380,397,777,"GasA","Ex","Y",1065,846,1911,0,0,2,1,3,"Gd",8,1,"Attchd",2,471,"TA","TA",182,81,0,0
459,320,44,7390,"Inside","1Story",9,5,2008,2009,"Ex","TA","PConc","Ex","TA","GLQ",800,1084,1884,"GasA","Ex","Y",1884,0,1884,1,0,2,0,2,"Ex",6,1,"Attchd",2,649,"TA","TA",231,90,0,0
1620,161.5,56,8872,"Inside","SLvl",6,5,1997,1997,"TA","TA","PConc","Gd","TA","Unf",0,384,384,"GasA","Gd","Y",754,630,1384,0,0,2,1,3,"TA",7,1,"BuiltIn",2,390,"TA","TA",0,0,0,0
1925,174.85,80,9736,"Inside","1Story",6,6,1957,1969,"TA","TA","CBlock","TA","TA","BLQ",668,525,1331,"GasA","Gd","Y",1721,0,1721,0,0,1,0,4,"TA",8,3,"Attchd",2,464,"TA","TA",0,0,0,0
1671,128,0,17199,"FR2","1Story",4,7,1961,1961,"TA","Gd","BrkTil","TA","TA","ALQ",314,600,914,"GasA","Ex","Y",914,0,914,0,0,1,0,2,"TA",4,0,"Basment",1,270,"Fa","TA",140,0,0,0
1101,250,84,14260,"FR2","2Story",8,5,2000,2000,"Gd","TA","PConc","Gd","TA","GLQ",655,490,1145,"GasA","Ex","Y",1145,1053,2198,1,0,2,1,4,"Gd",9,1,"Attchd",3,836,"TA","TA",192,84,0,0
1812,191.75,0,11613,"Corner","2Story",6,5,1993,1997,"Gd","TA","PConc","Gd","TA","ALQ",480,384,864,"GasA","Ex","Y",920,900,1820,0,0,2,1,3,"Gd",7,0,"Attchd",2,492,"TA","TA",144,85,0,0
1265,148,0,12929,"Inside","1Story",6,6,1960,1993,"TA","TA","CBlock","TA","TA","GLQ",697,384,1081,"GasA","TA","Y",1081,0,1081,1,0,1,0,3,"TA",5,0,"CarPort",1,401,"TA","TA",36,82,0,0
1519,136.5,60,8400,"Inside","1.5Fin",6,5,1925,1950,"TA","TA","PConc","TA","TA","Rec",423,758,1181,"GasA","Fa","Y",1390,304,1694,0,0,2,0,4,"TA",7,1,"Detchd",2,576,"TA","TA",342,0,128,0
1007,194.5,0,10832,"Corner","2Story",7,5,1994,1996,"Gd","TA","PConc","Gd","TA","Unf",0,712,712,"GasA","Ex","Y",1086,809,1895,0,0,2,1,3,"Gd",7,1,"Attchd",2,409,"TA","TA",143,46,0,0
2742,136.9,75,9525,"Inside","1.5Fin",6,4,1954,1972,"TA","TA","CBlock","TA","Fa","Rec",444,550,994,"GasA","Gd","Y",1216,639,1855,0,0,2,0,4,"TA",7,0,"Attchd",1,325,"TA","TA",182,0,0,0
680,138,60,7200,"Inside","1.5Fin",5,4,1950,1982,"TA","TA","CBlock","TA","TA","Rec",180,676,1208,"GasA","Gd","Y",1136,768,1904,1,0,1,1,3,"TA",7,0,"Attchd",1,240,"TA","TA",0,0,168,0
758,97.5,41,5852,"Corner","2.5Unf",7,5,1902,2000,"TA","Fa","BrkTil","TA","Fa","Rec",169,851,1020,"GasA","TA","N",978,886,1864,0,0,2,1,6,"TA",9,0,"None",0,0,"None","None",0,188,102,0
57,185.088,63,8577,"Inside","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,847,847,"GasA","Ex","Y",847,886,1733,0,0,2,1,3,"Gd",7,1,"BuiltIn",2,433,"TA","TA",144,48,0,0
669,163,77,11500,"Inside","1Story",6,4,1967,1967,"Fa","TA","CBlock","TA","Fa","BLQ",872,108,1040,"GasA","Gd","Y",1040,0,1040,1,0,1,0,3,"TA",6,1,"Attchd",2,480,"TA","TA",0,0,156,0
1465,240,41,10905,"CulDSac","2Story",7,5,2003,2003,"Gd","TA","PConc","Gd","TA","Unf",0,1129,1129,"GasA","Ex","Y",1129,1198,2327,0,0,2,1,4,"Gd",9,1,"BuiltIn",2,596,"TA","TA",0,57,0,0
1428,228,59,11228,"CulDSac","2Story",7,5,1993,1993,"Gd","TA","PConc","Gd","TA","BLQ",50,499,1080,"GasA","Ex","Y",1080,1017,2097,0,1,2,1,3,"Gd",9,1,"Attchd",3,678,"TA","TA",196,187,0,0
2519,214,0,3760,"CulDSac","1Story",8,5,1980,1980,"Gd","TA","CBlock","Gd","TA","GLQ",1009,44,1235,"GasA","Gd","Y",1235,0,1235,1,0,1,0,1,"TA",4,3,"Attchd",2,484,"TA","TA",133,78,0,0
436,296,129,16870,"FR3","1Story",8,5,2004,2005,"Gd","TA","PConc","Ex","TA","GLQ",1531,251,1782,"GasA","Ex","Y",1782,0,1782,1,0,2,0,3,"Gd",7,2,"Attchd",3,932,"TA","TA",99,82,0,0
2762,225,78,9316,"Inside","1Story",7,5,2005,2005,"Gd","TA","PConc","Gd","TA","GLQ",56,1558,1614,"GasA","Ex","Y",1614,0,1614,0,0,2,0,3,"Gd",7,1,"Attchd",2,576,"TA","TA",100,45,0,0
1848,148.8,0,5105,"FR2","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","GLQ",239,312,551,"GasA","Ex","Y",551,551,1102,0,0,2,1,2,"Gd",4,0,"Detchd",2,480,"TA","TA",0,60,0,0
2526,262.5,0,20781,"CulDSac","1Story",7,7,1968,2003,"TA","TA","CBlock","TA","TA","BLQ",297,1203,1568,"GasA","TA","Y",2156,0,2156,0,0,2,0,3,"TA",9,1,"Attchd",2,508,"Gd","TA",0,80,0,0
237,144.5,65,11479,"Inside","1Story",6,7,1950,1987,"TA","TA","CBlock","TA","TA","GLQ",104,172,663,"GasA","Ex","Y",1074,0,1074,1,0,1,0,3,"Gd",6,1,"Attchd",1,467,"TA","TA",0,52,52,0
1777,260.261,91,11830,"Inside","1Story",8,5,2007,2007,"Gd","TA","PConc","Gd","TA","GLQ",1220,322,1542,"GasA","Ex","Y",1542,0,1542,1,0,2,0,3,"Gd",6,1,"Attchd",3,852,"TA","TA",168,110,0,0
2548,157.5,85,9350,"Inside","2Story",5,6,1964,1964,"TA","TA","CBlock","TA","TA","ALQ",360,360,720,"GasA","Gd","Y",720,720,1440,0,0,1,1,4,"TA",7,1,"Attchd",2,480,"TA","TA",0,32,240,0
910,197,102,15863,"Corner","2.5Fin",7,3,1920,1970,"TA","TA","BrkTil","TA","TA","GLQ",523,301,824,"GasA","Ex","Y",1687,998,3082,1,0,2,1,5,"TA",12,2,"Basment",2,672,"TA","TA",136,63,0,0
2127,123.6,60,8070,"Inside","1Story",4,5,1994,1995,"TA","TA","PConc","Gd","TA","GLQ",588,402,990,"GasA","Ex","Y",990,0,990,1,0,1,0,3,"TA",5,0,"None",0,0,"None","None",0,0,0,0
